source_title,cor_section,text
the-queen-of-heaven,4,"When seamen lose their course among wind and waves and darklingclouds, they pray devoutly to the Queen of Heaven. Then a red lanternappears on the face of the waters. And if they follow the lantern theywill win safe out of all danger. The Queen of Heaven may often be seenstanding in the skies, dividing the wind with her sword. When she doesthis the wind departs for the North and South, and the waves growsmooth."
the-queen-of-heaven,5,"A wooden wand is always kept before her holy picture in the cabin. Itoften happens that the fish-dragons play in the seas. They are twogiant fish who spout up water against one another till the sun in thesky is obscured, and the seas are shrouded in profound darkness. Andoften, in the distance, one may see a bright opening in the darkness.If the ship holds a course straight for this opening it will winthrough, and is suddenly floating in calm waters again. Looking back,one may see the two fishes still spouting water, and the ship willhave passed directly beneath their jaws. But a storm is always nearwhen the fish dragons swim; therefore it is well to burn paper or woolso that the dragons do not draw the ship down into the depths. Or theMaster of the Wand may burn incense before the wand in the cabin. Thenhe must take the wand and swing it over the water three times, in acircle. If he does so the dragons will draw in their tails anddisappear."
the-queen-of-heaven,6,"When the ashes in the censer fly up into the air without any cause,and are scattered about, it is a sign that great danger isthreatening.Nearly two-hundred years ago an army was fitted out to subdue theisland of Formosa. The captain's banner had been dedicated with theblood of a white horse. Suddenly the Queen of Heaven appeared at thetip of the banner-staff. In another moment she had disappeared, butthe invasion was successful."
the-queen-of-heaven,7,"On another occasion, in the days of Kien Lung, the minister DschouLing was ordered to install a new king in the Liu-Kiu Islands. Whenthe fleet was sailing by south of Korea, a storm arose, and his shipwas driven toward the Black Whirlpool. The water had the color of ink,sun and moon lost their radiance, and the word was passed about thatthe ship had been caught in the Black Whirlpool, from which no livingman had ever returned. The seaman and travelers awaited their end withlamentations. Suddenly an untold number of lights, like red lanterns,appeared on the surface of the water. Then the seamen were overjoyedand prayed in the cabins. ""Our lives are saved!"" they cried, ""the HolyMother has come to our aid!"" And truly, a beautiful maiden with goldenearrings appeared. She waved her hand in the air and the winds becamestill and the waves grew even. And it seemed as though the ship werebeing drawn along by a mighty hand. It moved plashing through thewaves, and suddenly it was beyond the limits of the Black Whirlpool."
the-queen-of-heaven,8,"Dschou Ling on his return told of this happening, and begged thattemples be erected in honor of the Queen of Heaven, and that she beincluded in the list of the gods. And the emperor granted his prayer.Since then temples of the Queen of Heaven are to be found in allsea-port towns, and her birthday is celebrated on the eighth day ofthe fourth month with spectacles and sacrifices."
the-raspberry-worm,1,"'Phew!' cried Lisa.

'Ugh!' cried Aina.

'What now?' cried the big sister.

'A worm!' cried Lisa.

'On the raspberry!' cried Aina.

'Kill it!' cried Otto.

'What a fuss over a poor little worm!' said the big sister scornfully.

'Yes, when we had cleaned the raspberries so carefully,' said Lisa.

'It crept out from that very large one,' put in Aina.

'And supposing someone had eaten the raspberry,' said Lisa."
the-raspberry-worm,2,"'Then they would have eaten the worm, too,' said Aina.

'Well, what harm?' said Otto.

'Eat a worm!' cried Lisa.

'And kill him with one bite!' murmured Aina.

'Just think of it!' said Otto laughing.

'Now it is crawling on the table,' cried Aina again.

'Blow it away!' said the big sister.

'Tramp on it!' laughed Otto."
the-raspberry-worm,3,"But Lisa took a raspberry leaf, swept the worm carefully on to the
leaf and carried it out into the yard. Then Aina noticed that a sparrow
sitting on the fence was just ready to pounce on the poor little worm,
so she took up the leaf, carried it out into the wood and hid it under a
raspberry bush where the greedy sparrow could not find it. Yes, and
what more is there to tell about a raspberry worm? Who would give three
straws for such a miserable little thing? Yes, but who would not like
to live in such a pretty home as it lives in; in such a fresh fragrant
dark-red cottage, far away in the quiet wood among flowers and green
leaves!"
the-raspberry-worm,4,"Now it was just dinner time, so they all had a dinner of raspberries
and cream. 'Be careful with the sugar, Otto,' said the big sister; but
Otto's plate was like a snowdrift in winter, with just a little red
under the snow.

Soon after dinner the big sister said: 'Now we have eaten up the
raspberries and we have none left to make preserve for the winter; it
would be fine if we could get two baskets full of berries, then we could
clean them this evening, and to-morrow we could cook them in the big
preserving pan, and then we should have raspberry jam to eat on our
bread!'"
the-raspberry-worm,5,"'Come, let us go to the wood and pick,' said Lisa.

'Yes, let us,' said Aina. 'You take the yellow basket and I will take
the green one.'

'Don't get lost, and come back safely in the evening,' said the big
sister.

'Greetings to the raspberry worm,' said Otto, mockingly. 'Next time I
meet him I shall do him the honour of eating him up.'"
the-raspberry-worm,6,"So Aina and Lisa went off to the wood. Ah! how delightful it was there,
how beautiful! It was certainly tiresome sometimes climbing over the
fallen trees, and getting caught in the branches, and waging war with
the juniper bushes and the midges, but what did that matter? The girls
climbed well in their short dresses, and soon they were deep in the
wood.

There were plenty of bilberries and elder berries, but no raspberries.
They wandered on and on, and at last they came... No, it could not be
true!... they came to a large raspberry wood. The wood had been on fire
once, and now raspberry bushes had grown up, and there were raspberry
bushes and raspberry bushes as far as the eye could see. Every bush was
weighted to the ground with the largest, dark red, ripe raspberries,
such a wealth of berries as two little berry pickers had never found
before!"
the-raspberry-worm,7,"Lisa picked, Aina picked. Lisa ate, Aina ate, and in a little while
their baskets were full.

'Now we shall go home,' said Aina. 'No, let us gather a few more,' said
Lisa. So they put the baskets down on the ground and began to fill their
pinafores, and it was not long before their pinafores were full, too.

'Now we shall go home,' said Lina. 'Yes, now we shall go home,' said
Aina. Both girls took a basket in one hand and held up her apron in the
other and then turned to go home. But that was easier said than done.
They had never been so far in the great wood before, they could not find
any road nor path, and soon the girls noticed that they had lost their
way."
the-raspberry-worm,8,"The worst of it was that the shadows of the tress were becoming so long
in the evening sunlight, the birds were beginning to fly home, and the
day was closing in. At last the sun went down behind the pine tops, and
it was cool and dusky in the great wood.

The girls became anxious but went steadily on, expecting that the wood
would soon end, and that they would see the smoke from the chimneys of
their home.

After they had wandered on for a long time it began to grow dark. At
last they reached a great plain overgrown with bushes, and when they
looked around them, they saw, as much as they could in the darkness,
that they were among the same beautiful raspberry bushes from which they
had picked their baskets and their aprons full. Then they were so tired
that they sat down on a stone and began to cry."
the-raspberry-worm,9,"'I am so hungry,' said Lisa.

'Yes,' said Aina, 'if we had only two good meat sandwiches now.'

As she said that, she felt something in her hand, and when she looked
down, she saw a large sandwich of bread and chicken, and at the same
time Lisa said: 'How very queer! I have a sandwich in my hand.'

'And I, too,' said Aina. 'Will you dare to eat it?'

'Of course I will,' said Lisa. 'Ah, if we only had a good glass of milk
now!'"
the-raspberry-worm,10,"Just as she said that she felt a large glass of milk between her
fingers, and at the same time Aina cried out, 'Lisa! Lisa! I have a
glass of milk in my hand! Isn't it queer?'

The girls, however, were very hungry, so they ate and drank with a good
appetite. When they had finished Aina yawned, stretched out her arms and
said: 'Oh, if only we had a nice soft bed to sleep on now!'

Scarcely had she spoken before she felt a nice soft bed by her side, and
there beside Lisa was one too. This seemed to the girls more and more
wonderful, but tired and sleepy as they were, they thought no more about
it, but crept into the little beds, drew the coverlets over their heads
and were soon asleep."
the-raspberry-worm,11,"When they awoke the sun was high in the heavens, the wood was beautiful
in the summer morning, and the birds were flying about in the branches
and the tree tops.

At first the girls were filled with wonder when they saw that they had
slept in the wood among the raspberry bushes. They looked at each other,
they looked at their beds, which were of the finest flax covered over
with leaves and moss. At last Lisa said: 'Are you awake, Aina?'

'Yes,' said Aina.

'But I am still dreaming,' said Lisa.

'No,' said Aina, 'but there is certainly some good fairy living among
these raspberry bushes. Ah, if we had only a hot cup of coffee now, and
a nice piece of white bread to dip into it!'"
the-raspberry-worm,12,"Scarcely had she finished speaking when she saw beside her a little
silver tray with a gilt coffee-pot, two cups of rare porcelain, a sugar
basin of fine crystal, silver sugar tongs, and some good fresh white
bread. The girls poured out the beautiful coffee, put in the cream and
sugar, and tasted it; never in their lives had they drunk such beautiful
coffee.

'Now I should like to know very much who has given us all this,' said
Lisa gratefully.

'I have, my little girls,' said a voice just then from the bushes."
the-raspberry-worm,13,"The children looked round wonderingly, and saw a little kind-looking old
man, in a white coat and a red cap, limping out from among the bushes,
for he was lame in his left foot; neither Lisa nor Aina could utter a
word, they were so filled with surprise.

'Don't be afraid, little girls,' he said smiling kindly at them; he
could not laugh properly because his mouth was crooked. 'Welcome to my
kingdom! Have you slept well and eaten well and drunk well?' he asked.

'Yes, indeed we have,' said both the girls, 'but tell us...' and they
wanted to ask who the old man was, but were afraid to."
the-raspberry-worm,14,"'I will tell you who I am,' said the old man; 'I am the raspberry king,
who reigns over all this kingdom of raspberry bushes, and I have lived
here for more than a thousand years. But the great spirit who rules over
the woods, and the sea, and the sky, did not want me to become proud of
my royal power and my long life. Therefore he decreed that one day in
every hundred years I should change into a little raspberry worm, and
live in that weak and helpless form from sunrise to sunset. During that
time my life is dependent on the little worm's life, so that a bird can
eat me, a child can pick me with the berries and trample under foot my
thousand years of life. Now yesterday was just my transformation day,
and I was taken with the raspberry and would have been trampled to death
if you had not saved my life. Until sunset I lay helpless in the grass,
and when I was swept away from your table I twisted one of my feet, and
my mouth became crooked with terror; but when evening came and I could
take my own form again, I looked for you to thank you and reward you.
Then I found you both here in my kingdom, and tried to meet you both as
well as I could without frightening you. Now I will send a bird from my
wood to show you the way home. Good-bye, little children, thank you
for your kind hearts; the raspberry king can show that he is not
ungrateful.'"
the-raspberry-worm,15,"The children shook hands with the old man and thanked him,
feeling very glad that they had saved the little raspberry worm. They
were just going when the old man turned round, smiled mischievously with
his crooked mouth, and said: 'Greetings to Otto from me, and tell him
when I meet him again I shall do him the honour of eating him up.'"
the-raspberry-worm,16,"'Oh, please don't do that,' cried both the girls, very frightened.

'Well, for your sake I will forgive him,' said the old man, 'I am not
revengeful. Greetings to Otto and tell him that he may expect a gift
from me, too. Good-bye.'

The two girls, light of heart, now took their berries and ran off
through the wood after the bird; and soon it began to get lighter in the
wood and they wondered how they could have lost their way yesterday, it
seemed so easy and plain now."
the-raspberry-worm,17,"One can imagine what joy there was when the two reached home. Everyone
had been looking for them, and the big sister had not been able to
sleep, for she thought the wolves had eaten them up.

Otto met them; he had a basket in his hand and said: 'Look, here is
something that an old man has just left for you.'

When the girls looked into the basket they saw a pair of most beautiful
bracelets of precious stones, dark red, and made in the shape of a ripe
raspberry and with an inscription: 'To Lisa and Aina'; beside them there
was a diamond breast pin in the shape of a raspberry worm: on it was
inscribed 'Otto, never destroy the helpless!'"
the-raspberry-worm,18,"Otto felt rather ashamed: he quite understood what it meant, but he
thought that the old man's revenge was a noble one.

The raspberry king had also remembered the big sister, for when she went
in to set the table for dinner, she found eleven big baskets of most
beautiful raspberries, and no one knew how they had come there, but
everyone guessed.

And so there was such a jam-making as had never been seen before, and if
you like to go and help in it, you might perhaps get a little, for they
must surely be making jam still to this very day."
the-red-swan,1,"Three brothers were left destitute, by the death of their parents, at an
early age. The eldest was not yet able to provide fully for their
support, but he did all that he could in hunting. With this aid, and
the stock of provisions already laid by in the lodge, they managed to
keep along. They had no neighbors to lend them a helping hand, for the
father had withdrawn many years before from the body of the tribe, and
had lived ever since in a solitary place. The lads had no idea that
there was a human being near them. They did not even know who their
parents had been. At the time of their death, the eldest was too
young to remember it.

Forlorn as they were, they however kept a good heart, and making use of
every chance, in course of time they all acquired a knowledge of hunting
and the pursuit of game. The eldest became expert in the craft of the
forest, and he was very successful in procuring food. He was noted for
his skill in killing buffalo, elk, and moose. He instructed his
brothers, so that each should become a master over a particular animal
which was assigned to him."
the-red-swan,2,"After they had become able to hunt and to take care of themselves, the
elder proposed to leave them and to go in search of the world, promising
to return as soon as he could procure them wives. In this intention he
was overruled by his brothers, who said that they could not part with
him.

Jeekewis, the second, was loud in disapproval of the scheme, saying:
""What will you do with those you propose to get? We have lived so long
by ourselves, we can still do without them."" This counsel prevailed, and
for a time the three brothers continued together.

One day they agreed to kill each a male of that kind of animal, which
each was most expert in hunting, for the purpose of making quivers from
their skins. When these quivers were prepared, they were straightway
filled, with arrows. They all had a presentiment that something was
about to happen which called upon them to be ready."
the-red-swan,3,"Soon after they hunted on a wager to see who should come in first with
game, and have the privilege of acting as entertainer to the others.
They were to shoot no other beast or bird than such as each was in the
habit of killing.

They set out on different paths. Maidwa, the youngest, had not gone far
before he saw a bear, an animal he was not to kill, by the agreement.
He, however, followed him closely, and driving an arrow through and
through him, he brought him to the ground.

Although contrary to the engagement with his brothers, Maidwa commenced
skinning him, when suddenly something red tinged the air all around him.
He rubbed his eyes, thinking he was perhaps deceived. But rub as hard as
he would, the red hue still crimsoned the air, and tinged every object
that he looked on--the tree-tops, the river that flowed, and the deer
that glided away along the edge of the forest--with its delicate
splendor."
the-red-swan,4,"As he stood musing on this fairy spectacle, a strange noise came to his
ear from a distance. At first it seemed like a human voice. After
following the sound he reached the shore of a lake. Floating at a
distance upon its waters sat a most beautiful Red Swan, whose plumage
glittered in the sun, and when it lifted up its neck, it uttered the
peculiar tone he had heard. He was within long bow-shot, and, drawing
the arrow to his ear, he took a careful aim and discharged the shaft. It
took no effect. The beautiful bird sat proudly on the water, still
pouring forth its peculiar chant, and still spreading the radiance of
its plumage far and wide, and lighting up the whole world, beneath the
eye of Maidwa, with its ruby splendors.

He shot again and again, till his quiver was empty, for he longed to
possess so glorious a creature. Still the swan did not spread its wings
to fly, but, circling round and round, stretched its long neck and
dipped its bill into the water, as if indifferent to mortal shafts.

Maidwa ran home, and bringing all the arrows in the lodge, shot them
away. He then stood with his bow dropped at his side, lost in wonder,
gazing at the beautiful bird."
the-red-swan,5,"While standing thus, with a heart beating more and more eagerly every
moment for the possession of this fair swan, Maidwa remembered the
saying of his elder brother, that in their deceased father's
medicine-sack were three magic arrows. His brother had not told
Maidwa that their father, on his death-bed, which he alone had attended,
had especially bequeathed the arrows to his youngest son, Maidwa, from
whom they had been wrongfully kept. The thought of the magic arrows put
heart in Maidwa, and he hastened with all speed to secure them.

At any other time he would have shrunk from opening his father's
medicine-sack, but something prompted him to believe that there was no
wrong now. Snatching them forth he ran back, not staying to restore
the other contents to the sack, but leaving them scattered, here and
there, about the lodge.

He feared, as he returned, that the swan must by this time have taken
wing. But, as he emerged from the wood, to his great delight the air was
as rosy as ever, and there, in her own serene and beautiful way, still
sat the glorious Red Swan.

With trembling hand he shot the first of his magic shafts: it grazed a
wing. The second came closer, and cut away a few of the bright red
feathers, which fluttered and fell like flakes of fire in the water. The
third, which he carefully aimed and drew home upon the string with all
his force, made the lucky hit, and passed through the neck of the bird a
little above the breast."
the-red-swan,6,"""The bird is mine,"" said Maidwa, to himself. But to his great surprise,
instead of seeing it droop its neck and drift to the shore, the Red Swan
flapped its wings, rose slowly, and flew off with a majestic motion
toward the falling sun.

Maidwa, that he might meet his brothers, rescued two of the magic arrows
from the water; and although the third was borne off, he had a hope yet
to recover that too, and to be master of the swan. He was noted for his
speed; for he would shoot an arrow and then run so fast that the arrow
always fell behind him; and he now set off at his best speed of foot. ""I
can run fast,"" he thought, ""and I can get up with the swan some time or
other.""

He sped on, over hills and prairies, toward the west, and was only
going to take one more run, and then seek a place to sleep for the
night, when, suddenly, he heard noises at a distance, like the murmur of
waters against the shore. As he went on, he heard voices, and presently
he saw people, some of whom were busy felling trees, and the strokes of
their labor echoed through the woods. He passed on, and when he emerged
from the forest, the sun was just falling below the edge of the sky."
the-red-swan,7,"He was bent on success in pursuit of the swan, whose red track he marked
well far westward till she was lost to sight. Meanwhile he would tarry
for the night and procure something to eat, as he had fasted since he
had left home.

At a distance, on a rising ground, he could see the lodges of a large
village. He went toward it, and soon heard the watchman, who was set on
a height to overlook the place, and give notice of the approach of
friends or foes, crying out, ""We are visited;"" and a loud halloo
indicated that they had all heard it.

When Maidwa advanced, the watchman pointed to the lodge of the chief.
""It is there you must go in,"" he said, and left him.

""Come in, come in,"" said the chief; ""take a seat there;"" pointing to the
side of the lodge where his daughter sat. ""It is there you must sit.""

They gave him something to eat, and, being a stranger, very few
questions were put to him. It was only when he spoke that the others
answered him.

""Daughter,"" said the chief, as soon as the night had set in, ""take our
son-in-law's moccasins and see if they be torn. If so, mend them for
him, and bring in his bundle."""
the-red-swan,8,"Maidwa thought it strange that he should be so warmly received, and
married instantly against his own wishes, although he could not help
noticing that the chief's daughter was pretty.

It was some time before she would take the moccasins which he had laid
off. It displeased him to see her reluctant to do so. When at last she
did reach them, he snatched them from her hand and hung them up himself.
He lay down and thought of the swan, and made up his mind to be off with
the dawn. He wakened early, and finding the chief's daughter looking
forth at the door, he spoke to her, but she gave no answer. He touched
her lightly.

""What do you want?"" she said, and turned her face away from him.

""Tell me,"" said Maidwa, ""what time the swan passed. I am following it;
come out, and point the way.""

""Do you think you can overtake it?"" she said.

""Yes,"" he answered.

""Naubesah--fool!"" retorted the chief's pretty daughter.

She, however, went out, and pointed in the direction he should go. The
young man paced slowly along till the sun arose, when he commenced
traveling at his accustomed speed. He passed the day in running, and
although he could not see anywhere on the horizon the Red Swan, he
thought that he discerned a faint red light far over in the west."
the-red-swan,9,"When night came, he was pleased to find himself near another village.
When at a distance he heard the watchman crying out, ""We are
visited!"" and soon the men of the village stood out to see the stranger.

He was again told to enter the lodge of the chief, and his reception was
in every respect the same as on the previous night. Except that the
young woman was more beautiful, and that she entertained him very
kindly. Although urged to stay with them, the mind of Maidwa was fixed
on the object of his journey.

Before daybreak he asked the young woman at what time the Red Swan
passed, and to point out the way. She marked against the sky with her
finger the course it had taken, and told him that it had passed
yesterday when the sun was between mid-day and its falling-place.

Maidwa again set out rather slowly, but when the sun had risen, he tried
his speed by shooting an arrow ahead, and running after it. But it fell
behind him, and he knew that he had lost nothing of his quickness of
foot.

Nothing remarkable happened through the day, and he went on leisurely.
Some time after dark, as he was peering around the country for a
shelter, he saw a light emitted from a small low lodge. He went up to it
very slyly, and, peeping through the door, he discovered an old man
alone, with his head down upon his breast, warming his back before the
fire."
the-red-swan,10,"Maidwa thought that the old man did not know that he was standing near
the door. In this he was mistaken. Without turning his eyes to
look at him, the old man said, ""Walk in, my grandchild. Take a seat
opposite to me, and take off your things and dry them, for you must be
fatigued. I will prepare you something to eat, and you shall have
something very delicate.""

Maidwa accepted this kind invitation, and entered the lodge. The old man
then remarked, as if in mere course of conversation: ""My kettle with
water stands near the fire."" Immediately a small earthen pot with
legs appeared by the fire. He then took one grain of corn, also one of
whortleberry, and put them in the pot.

Maidwa was very hungry, and seeing the limited scale of the old man's
housekeeping, he thought his chance for a supper was very slight. The
old man had promised him something very delicate, and he seemed likely
to keep his word. Maidwa looked on silently, and did not change his face
any more than if the greatest banquet that was ever spread had been
going forward.

The pot soon boiled, when the old man said in a very quiet way:

""The pot will stand at a distance from the fire."""
the-red-swan,11,"It removed itself, and the old man added to Maidwa:

""My grandchild, feed yourself;"" handing him at the same time a dish and
ladle of the same ware as the pot itself.

The young man, whose hunger was very great, helped himself to all that
was in the pot. He felt ashamed to think that he had done so, but before
he could speak the old man said:

""Eat, nay grandchild. Eat, eat!"" and soon after he again said--""Help
yourself from the pot.""

Maidwa was surprised, on dipping in his ladle, to see that it was full.
Although he emptied it a second time, it was still again filled and
refilled till his hunger was entirely satisfied. The old man then
observed, without raising his voice:

""The pot will return to its corner;"" and the pot took itself off to its
accustomed place in an out-of-the-way corner of the lodge.

Maidwa observed that the old man was about to address him, and took an
attitude which showed that he was prepared to listen."
the-red-swan,12,"""Keep on, my grandchild,"" said the old man. ""You will surely gain that
you seek. To tell you more I am not permitted, but go on as you have
begun and you will not be disappointed. To-morrow you will again reach
one of my fellow old men, but the one you will see after him will tell
you all, and the manner in which you must proceed to accomplish your
journey. Often has this Red Swan passed, and those who have followed it
have never returned. You must be firm in your resolution, and be
prepared for all that may happen.""

""So will it be,"" answered Maidwa; and they both laid down to sleep.

Early in the morning the old man ordered his magic kettle to prepare
breakfast, so that his guest might eat before leaving. As Maidwa passed
out, the old man gave him a blessing with his parting advice.

Maidwa set forth in better spirits than at any time since he had
started. Night again found him in company with an old man who
entertained him kindly, with a frisky little kettle which hurried up to
the fire before it was spoken to, bustled about and set his supper
briskly before Maidwa, and frisked away again, without waiting for
orders. The old man also carefully directed him on his way in the
morning."
the-red-swan,13,"He traveled with a light heart, as he now expected to meet the one who
was to give him directions how to proceed to get the Red Swan.

Toward night-fall Maidwa reached the lodge of the third old man. Before
coming to the door he heard him saying:

""Grandchild, come in;"" and going in promptly he felt quite at home.

The old man prepared him something to eat, acting as the other magicians
had done, and his kettle was of the same size, and looked as if it were
an own brother of the two others which had feasted him. Except that this
kettle, in coming and going about its household duties, would make a
passing remark, or sing a little tune for itself.

The old man waited until Maidwa had fully satisfied his hunger, when he
addressed him:"
the-red-swan,14,"Young man, the errand you are bound on is beset with trials and
difficulties. Numbers have passed with the same purpose as that which
now prompts you, but they never returned. Be careful, and if your
guardian spirits are powerful you may succeed. This Red Swan you are
following is the daughter of a magician who has abundance of every
thing, but only this one child, whom he values more than the sacred
arrows. In former times he wore a cap of wampum, which was attached to
his scalp. But powerful Indians, warriors of a distant chief, came and
told him that their chief's daughter was on the brink of the grave, and
that she herself requested his wampum-cap, which she was confident would
save her life. 'If I can only see it,' she said, 'I will recover.' It
was for this cap they had come, and after long solicitation the magician
at length consented to part with it, in the hope that it would restore
to health the dying maiden, although when he took it off to hand it to
the messengers it left the crown of his head bare and bloody. Years have
passed since, and it has not healed. The coming of the warriors to
procure it for the sick maiden was a cheat, and they are now constantly
making sport of the unhappy scalp--dancing it about from village to
village--and on every insult it receives the poor old chief to whom it
belongs groans with pain."
the-red-swan,15,"Those who hold it are too powerful for the
magician, and many have sacrificed themselves to recover it for him, but
without success. The Red Swan has enticed many a young man, as she has
you, to enlist them to procure the scalp, and whoever is so fortunate as
to succeed, it is understood, will receive the Red Swan as his reward.
In the morning you will proceed on your way, and toward evening you will
come to this magician's lodge. You will know it by the groans which you
will hear far over the prairie as you approach. He will ask you in. You
will see no one but himself. He will question you much as to your dreams
and the strength of your guardian spirits. If he is satisfied with your
answers, he will urge you to attempt the recovery of his scalp. He will
show you the course to take, and if you feel inclined, as I see that
you do, go forward, my son, with a strong heart; persevere, and I have a
presentiment that you will succeed."
the-red-swan,16,"Maidwa answered, ""I will try.""

Betimes in the morning, after having eaten from the magic kettle, which
sung a sort of farewell chant on its way from the fire-place to its
station in the corner, he set off on his journey.

Toward evening, Maidwa, as he crossed a prairie, heard, as had been
predicted, groans from a distant lodge, which were only interrupted by a
voice from a person whom he could not see, calling to him aloud:

""Come in! come in!""

On entering the lodge, the magician heaved a great groan from the very
bottom of his chest, and Maidwa saw that the crown of his head was all
bare and bloody.

""Sit down, sit down,"" he said, ""while I prepare you something to eat.
You see how poor I am. I have to attend to all my own wants, with no
other servant than that poor little kettle in the corner. Kettle, we
will have something to eat, if you please.""

""In a moment,"" the kettle spoke up from the corner.

""You will oblige me by making all the dispatch you can,"" said the
magician, in a very humble tone, still addressing the kettle.

""Have patience,"" replied the kettle, ""and I will be with you presently.""

After a considerable delay, there came forward out of the corner from
which it had spoken, a great heavy-browed and pot-bodied kettle, which
advanced with much stateliness and solemnity of manner till it had come
directly in front of the magician, whom it addressed with the question:

""What shall we have, sir?""

""Corn, if you please,"" the magician answered.

""No, we will have whortleberries,"" rejoined the kettle, in a firm voice.

""Very well; just as you choose.""

When he supposed it was time, the magician invited Maidwa to help
himself."
the-red-swan,17,"""Hold a minute,"" interposed the kettle, as Maidwa was about to dip in
his ladle. He paused, and after a delay, the kettle, shaking itself up
and simmering very loudly, said, ""Now we are ready.""

Maidwa fell to and satisfied his hunger.

""Will the kettle now withdraw?"" asked the magician, with am air of much
deference.

""No,"" said the kettle, ""we will stay and hear what the young man has to
say for himself.""

""Very well,"" said the magician. ""You see,"" he added to Maidwa, ""how poor
I am. I have to take counsel with the kettle, or I should be all alone,
without a day's food, and with no one to advise me.""

All this time the Red Swan was carefully concealed in the lodge, behind
a curtain, from which Maidwa heard now and then a rustling noise, that
fluttered his spirits and set his heart to beating at a wonderful rate.

As soon as Maidwa had partaken of food and laid aside his leggings and
moccasins, the old magician commenced telling him how he had lost his
scalp, the insults it was receiving, the pain he suffered thereby, his
wishes to regain it, the many unsuccessful attempts that had already
been made, and the numbers and power of those who retained it. He would
interrupt his discourse, at times, with sudden groans, and say:

""Oh, how shamefully they are treating it.""

Maidwa listened to all the old magician had to say with solemn
attention.

The magician renewed his discourse, and inquired of Maidwa as to his
dreams, or what he saw in his sleep, at such times as he had fasted and
darkened his face to procure guardian spirits.

Maidwa then told him one dream. The magician groaned.

""No, that is not it,"" he said."
the-red-swan,18,"Maidwa told him of two or three others.

The magician groaned again and again, and said, rather peevishly, ""No,
these are not the dreams.""

""Keep cool,"" said the kettle, which had left the fire, and was standing
in the middle of the floor, where a pleasant breeze was blowing through
the lodge, and added, ""Have you no more dreams of another kind?""

""Yes,"" said Maidwa; and he told him one.

""That will do,"" said the kettle. ""We are much pleased with that.""

""Yes, that is it--that is it!"" the magician added. ""You will cause me to
live. That was what I was wishing you to say. Will you then go and see
if you can not recover my poor scalp?""

""Yes,"" said Maidwa, ""I will go; and the day after to-morrow, when you
hear the ka-kak cries of the hawk, you will know that I am successful.
You must prepare your head, and lean it out through the door, so that
the moment I arrive I may place your scalp on.""

""Yes, yes,"" said the magician. ""As you say it will be done.""

Early the next morning Maidwa set out to fulfill his promise; and in the
afternoon, when the sun hangs toward home, he heard the shouts of a
great many people. He was in a wood at the time, and saw, as he thought,
only a few men, but as he went on they increased in numbers. On emerging
upon the plain, their heads appeared like the hanging leaves, they were
so many."
the-red-swan,19,"In the middle of the plain he perceived a post, and something waving at
its top. It was the wampum scalp; and every now and then the air was
rent with the war-song, for they were dancing the war-dance in high
spirit around it.

Before he could be observed, Maidwa changed himself into a humming-bird,
and flew toward the scalp. As he passed some of those who were standing
by, he came close to their ears, and as they heard the rapid whirr or
murmur which this bird makes when it flies, they jumped aside, and asked
each other what it could be. Maidwa had nearly reached the scalp, but
fearing that he should be perceived while untying it, he again changed
himself into the down that floats lightly on the air, and sailed slowly
on to the scalp. He loosened it, and moved off heavily, as the weight
was almost too great for him to bear up. The Indians around would have
snatched it away had not a lucky current of air just then buoyed him up.
As they saw that it was moving away they cried out, ""It is taken from
us! it is taken from us!"""
the-red-swan,20,"Maidwa was borne gently along but a little way above their heads; and as
they followed him, the rush and hum of the people was like the dead
beating of the surges upon a lake shore after a storm. But the good wind
gaining strength, soon carried him beyond their pursuit. A little
further on he changed himself into a hawk, and flew swiftly off with
his trophy, crying, ""Ka-kak! ka-kak!"" till it resounded with its shrill
tone through the whole country, far and wide.

Meanwhile the magician had remembered the instructions of Maidwa,
placing his head outside of the lodge as soon as he heard the ka-kak cry
of the hawk.

In a moment Maidwa came past with rustling wings, and as he flew by,
giving the magician a severe blow on the head with the wampum scalp, his
limbs extended and quivered in an agony, the scalp adhered, and Maidwa,
in his own person, walked into the lodge and sat down, feeling perfectly
at home.

The magician was so long in recovering from the stunning blow which had
been dealt him, that Maidwa feared that in restoring the crown of his
head he had destroyed his life. Presently, however, he was pleased to
see him show, by the motion of his hands and limbs, that his strength
was returning; and in a little while he rose and stood upon his feet.
What was the delight of Maidwa to behold, instead of a withered old man,
far advanced in years and stricken in sorrow, a bright and cheerful
youth, who glittered with life as he stood up before him."
the-red-swan,21,"""Thank you, my friend,"" he said. ""Your kindness and bravery of heart
have restored me to my former shape. It was so ordained, and you have
now accomplished the victory.""

They embraced; and the young magician urged the stay of his deliverer
for a few days, and they formed a strong attachment to each other. The
magician, to the deep regret of Maidwa, never once alluded to the Red
Swan in all their conferences.

At last the day arrived when Maidwa prepared to return to his home. The
young magician bestowed on him ample presents of wampum, fur, robes, and
other costly things. Although Maidwa's heart was burning within him to
see the Red Swan, to hear her spoken of, and to learn what his fortune
was to be in regard to that fond object of his pursuit, he constrained
his feelings, and so checked his countenance as to never look where he
supposed she might be. His friend the young magician observed the same
silence and caution."
